PUBMEDID	STUDY	DISEASE.TRAIT	ACCESSION_ID	EFO_ID	N	N_num	HAS_SUM_STATS	HARMONISED_FILE_URL
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-measles virus IgG levels	GCST006351	EFO_0009355	885 Metropolitan French ancestry individuals	885	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006351/harmonised/30053915-GCST006351-EFO_0009355.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-mumps virus IgG levels	GCST006352	EFO_0009356	912 Metropolitan French ancestry individuals	912	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006352/harmonised/30053915-GCST006352-EFO_0009356.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-rubella virus IgG levels	GCST006353	EFO_0009357	935 Metropolitan French ancestry individuals	935	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006353/harmonised/30053915-GCST006353-EFO_0009357.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-hepatitis B virus surface antigen (HBs) IgG levels	GCST006354	EFO_0009358	508 Metropolitan French ancestry individuals	508	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006354/harmonised/30053915-GCST006354-EFO_0009358.h.tsv.gz
30053915	 Humoral-Immune-Response_Scepanovic_2018	Anti-hepatitis B virus core antigen (HBc) IgG levels	GCST006355	EFO_0009359	15 Metropolitan French ancestry individuals	15	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006355/harmonised/30053915-GCST006355-EFO_0009359.h.tsv.gz
29892016	 Prostate-Cancer_Schumacher_2018	Prostate cancer	GCST006085	EFO_0001663	79,148 European ancestry cases, 61,106 European ancestry controls	140254	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006085/harmonised/29892016-GCST006085-EFO_0001663.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG sialylation phenotypes (multivariate analysis)	GCST004930	EFO_0008428	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004930/harmonised/28878392-GCST004930-EFO_0008428.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG disialylation phenotypes (multivariate analysis)	GCST004931	EFO_0008429	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004931/harmonised/28878392-GCST004931-EFO_0008429.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG monosialylation phenotypes (multivariate analysis)	GCST004932	EFO_0008430	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004932/harmonised/28878392-GCST004932-EFO_0008430.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG fucosylation phenotypes (multivariate analysis)	GCST004929	EFO_0008427	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004929/harmonised/28878392-GCST004929-EFO_0008427.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG bisecting N-acetyl glucosamine phenotypes (multivariate analysis)	GCST004928	EFO_0008426	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004928/harmonised/28878392-GCST004928-EFO_0008426.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG galactosylation phenotypes (multivariate analysis)	GCST004927	EFO_0008425	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004927/harmonised/28878392-GCST004927-EFO_0008425.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG monogalactosylation phenotypes (multivariate analysis)	GCST004924	EFO_0008423	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004924/harmonised/28878392-GCST004924-EFO_0008423.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG digalactosylation phenotypes (multivariate analysis)	GCST004926	EFO_0008424	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004926/harmonised/28878392-GCST004926-EFO_0008424.h.tsv.gz
28878392	 IgG-Glycosylation_Shen_2017	IgG N-glycosylation phenotypes (multivariate analysis)	GCST004925	EFO_0005193	1,960 Orcadian (founder/genetic isolate) individuals	1960	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004925/harmonised/28878392-GCST004925-EFO_0005193.h.tsv.gz
30804560	 Chronic-Obstructive-Pulmonary-Disease_Shrine_2019	Lung function (FVC)	GCST007429	EFO_0004312	321,047 European ancestry individuals	321047	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007429/harmonised/30804560-GCST007429-EFO_0004312.h.tsv.gz
30804560	 Chronic-Obstructive-Pulmonary-Disease_Shrine_2019	FEV1	GCST007432	EFO_0004314	321,047 European ancestry individuals	321047	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007432/harmonised/30804560-GCST007432-EFO_0004314.h.tsv.gz
30804560	 Chronic-Obstructive-Pulmonary-Disease_Shrine_2019	Lung function (FEV1/FVC)	GCST007431	EFO_0004713	321,047 European ancestry individuals	321047	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007431/harmonised/30804560-GCST007431-EFO_0004713.h.tsv.gz
30804560	 Chronic-Obstructive-Pulmonary-Disease_Shrine_2019	Peak expiratory flow	GCST007430	EFO_0009718	321,047 European ancestry individuals	321047	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007430/harmonised/30804560-GCST007430-EFO_0009718.h.tsv.gz
28073927	 Glaucoma-Measurements_Springelkamp_2017	Optic cup area	GCST004137	EFO_0006940	20,353 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	22484	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004137/harmonised/28073927-GCST004137-EFO_0006940.h.tsv.gz
28073927	 Glaucoma-Measurements_Springelkamp_2017	Vertical cup-disc ratio	GCST004075	EFO_0006939	21,768 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	23899	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004075/harmonised/28073927-GCST004075-EFO_0006939.h.tsv.gz
28073927	 Glaucoma-Measurements_Springelkamp_2017	Optic disc area	GCST004076	EFO_0006937	20,373 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	22504	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004076/harmonised/28073927-GCST004076-EFO_0006937.h.tsv.gz
28073927	 Glaucoma-Measurements_Springelkamp_2017	Intraocular pressure	GCST004074	EFO_0004695	25,916 European ancestry individuals, 1,073 Orcadian (founder/genetic isolate) individuals, 2,589 Erasmus Rucphen (founder/genetic isolate) individuals	29578	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004074/harmonised/28073927-GCST004074-EFO_0004695.h.tsv.gz
29212778	 Coronary-Artery-Disease_van-der-Harst_2017	Coronary artery disease	GCST005194	EFO_0001645	34,541 cases, 261,984 controls	296525	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005194/harmonised/29212778-GCST005194-EFO_0000378.h.tsv.gz
29212778	 Coronary-Artery-Disease_van-der-Harst_2017	Coronary artery disease	GCST005195	EFO_0001645	up to 122,733 cases, up to 424,528 controls	547261	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005195/harmonised/29212778-GCST005195-EFO_0000378.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate increase in response to exercise	GCST005845	EFO_0009184	5,4137 European ancestry individuals, 1,744 Asian ancestry individuals, 1,445 African ancestry individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005845/harmonised/29497042-GCST005845-EFO_0009184.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate response to recovery post exercise (30 sec)	GCST005850	EFO_0009185	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005850/harmonised/29497042-GCST005850-EFO_0009185.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate response to recovery post exercise (40 sec)	GCST005849	EFO_0009185	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005849/harmonised/29497042-GCST005849-EFO_0009185.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate response to recovery post exercise (50 sec)	GCST005848	EFO_0009185	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005848/harmonised/29497042-GCST005848-EFO_0009185.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate response to recovery post exercise (10 sec)	GCST005846	EFO_0009185	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005846/harmonised/29497042-GCST005846-EFO_0009185.h.tsv.gz
29497042	 Heart-Rate-Response-to-Exercise_Verweij_2018	Heart rate response to recovery post exercise (20 sec)	GCST005847	EFO_0009185	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	58818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005847/harmonised/29497042-GCST005847-EFO_0009185.h.tsv.gz
30837465	 Glycine-Levels_Wittemans_2019	Glycine levels	GCST007638	EFO_0009767	80,003 European ancestry individuals	80003	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007638/harmonised/30837465-GCST007638-EFO_0009767.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Body mass index	GCST008025	EFO_0004340	17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals	49335	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008025/harmonised/31217584-GCST008025-EFO_0004340.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Chronic kidney disease	GCST008026	EFO_0003884	1,533 African American cases, 1,339 Hispanic/Latino cases, 575 Asian ancestry cases, 608 Native Hawaiian ancestry cases, 42 Native American ancestry cases, 57 cases, 13,989 African American controls, 19,581 Hispanic/Latino controls, 3,549 Asian ancestry controls, 2,892 Native Hawaiian ancestry controls, 597 Native American ancestry controls, 965 controls	45727	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008026/harmonised/31217584-GCST008026-EFO_0003884.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Smoking behaviour (cigarettes smoked per day)	GCST008027	EFO_0006525	7,171 African American individuals, 4,198 Hispanic/Latino individuals, 1,918 Asian ancestry individuals, 2,176 Native Hawaiian ancestry individuals, 288 Native American ancestry individuals, 111 individuals	15862	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008027/harmonised/31217584-GCST008027-EFO_0006525.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Coffee consumption (cups per day)	GCST008028	EFO_0006782	11,862 African American individuals, 15,837 Hispanic/Latino individuals, 3,764 Asian ancestry individuals, 3,857 Native Hawaiian ancestry individuals, 582 Native American ancestry individuals	35902	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008028/harmonised/31217584-GCST008028-EFO_0006782.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Diastolic blood pressure	GCST008029	EFO_0006336	11,380 African American individuals, 21,549 Hispanic/Latino individuals, 1,086 Asian ancestry individuals, 636 Native American ancestry individuals, 782 individuals	35433	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008029/harmonised/31217584-GCST008029-EFO_0006336.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Estimated glomerular filtration rate	GCST008030	EFO_0005208	8,261 African American individuals, 18,548 Hispanic/Latino individuals, 150 Asian ancestry individuals, 602 Native American ancestry individuals, 339 individuals	27900	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008030/harmonised/31217584-GCST008030-EFO_0005208.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	End-stage renal disease	GCST008031	EFO_0003884	326 African American cases, 208 Hispanic/Latino cases, 24 Asian ancestry cases, 21 Native Hawaiian ancestry cases, 1 Native American ancestry case, 22 cases, 8,739 African American controls, 16,197 Hispanic/Latino controls, 3,576 Asian ancestry controls, 2,925 Native Hawaiian ancestry controls, 52 Native American ancestry controls, 970 controls	33061	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008031/harmonised/31217584-GCST008031-EFO_0003884.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Fasting blood glucose	GCST008032	EFO_0004465	6,457 African American individuals, 13,556 Hispanic/Latino individuals, 1,918 Asian ancestry individuals, 1,400 Native Hawaiian ancestry individuals, 412 Native American ancestry individuals, 168 individuals	23911	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008032/harmonised/31217584-GCST008032-EFO_0004465.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Fasting blood insulin	GCST008033	EFO_0004466	5,525 African American individuals, 12,687 Hispanic/Latino individuals, 1,547 Asian ancestry individuals, 1,397 Native Hawaiian ancestry individuals, 395 Native American ancestry individuals	21551	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008033/harmonised/31217584-GCST008033-EFO_0004466.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Hemoglobin A1c levels	GCST008034	EFO_0004541	559 African American individuals, 10,408 Hispanic/Latino individuals, 92 Asian ancestry individuals, 4 Native American ancestry individuals, 115 individuals	11178	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008034/harmonised/31217584-GCST008034-EFO_0004541.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	High density lipoprotein cholesterol levels	GCST008035	EFO_0004612	10,085 African American individuals, 17,751 Hispanic/Latino individuals, 2,378 Asian ancestry individuals, 1,912 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 333 individuals	33063	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008035/harmonised/31217584-GCST008035-EFO_0004612.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Hypertension	GCST008036	EFO_0000537	11,863 African American cases, 8,663 Hispanic/Latino cases, 3,102 Asian ancestry cases, 2,645 Native Hawaiian ancestry cases, 342 Native American ancestry cases, 508 cases, 5,289 African American controls, 13,273 Hispanic/Latino controls, 1,561 Asian ancestry controls, 1,060 Native Hawaiian ancestry controls, 293 Native American ancestry controls, 542 controls	49141	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008036/harmonised/31217584-GCST008036-EFO_0000537.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Low density lipoprotein cholesterol levels	GCST008037	EFO_0004611	9,720 African American individuals, 17,373 Hispanic/Latino individuals, 2,316 Asian ancestry individuals, 1,900 Native Hawaiian ancestry individuals, 591 Native American ancestry individuals, 321 individuals	32221	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008037/harmonised/31217584-GCST008037-EFO_0004611.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Mean corpuscular hemoglobin concentration	GCST008038	EFO_0004528	3,750 African American individuals, 15,522 Hispanic/Latino individuals, 128 Asian ancestry individuals, 20 Native American ancestry individuals, 383 individuals	19803	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008038/harmonised/31217584-GCST008038-EFO_0004528.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Platelet count	GCST008039	EFO_0004309	8,850 African American individuals, 18,949 Hispanic/Latino individuals, 541 Asian ancestry individuals, 603 Native American ancestry individuals, 385 individuals	29328	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008039/harmonised/31217584-GCST008039-EFO_0004309.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	PR interval	GCST008042	EFO_0004462	3,360 African American individuals, 13,702 Hispanic/Latino individuals, 129 Asian ancestry individuals, 231 Native American ancestry individuals	17422	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008042/harmonised/31217584-GCST008042-EFO_0004462.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	QT interval	GCST008043	EFO_0004682	3,293 African American individuals, 13,698 Hispanic/Latino individuals, 127 Asian ancestry individuals, 230 Native American ancestry individuals	17348	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008043/harmonised/31217584-GCST008043-EFO_0004682.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Systolic blood pressure	GCST008044	EFO_0006335	11,380 African American individuals, 21,549 Hispanic/Latino individuals, 1,086 Asian ancestry individuals, 636 Native American ancestry individuals, 782 individuals	35433	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008044/harmonised/31217584-GCST008044-EFO_0006335.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Total cholesterol levels	GCST008045	EFO_0004574	10,137 African American individuals, 17,802 Hispanic/Latino individuals, 2,387 Asian ancestry individuals, 1,915 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 340 individuals	33185	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008045/harmonised/31217584-GCST008045-EFO_0004574.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Triglyceride levels	GCST008046	EFO_0004530	9,980 African American individuals, 17,856 Hispanic/Latino individuals, 2,381 Asian ancestry individuals, 1,915 Native Hawaiian ancestry individuals, 604 Native American ancestry individuals, 360 individuals	33096	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008046/harmonised/31217584-GCST008046-EFO_0004530.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Type 2 diabetes	GCST008048	MONDO_0005148	5,971 African American cases, 4,135 Hispanic/Latino cases, 2,004 Asian ancestry cases, 1,534 Native Hawaiian ancestry cases, 167 Native American ancestry cases, 231 cases, 9,630 African American controls, 16,345 Hispanic/Latino controls, 2,572 Asian ancestry controls, 2,017 Native Hawaiian ancestry controls, 452 Native American ancestry controls, 667 controls	45725	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008048/harmonised/31217584-GCST008048-EFO_0001360.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	White blood cell count	GCST008049	EFO_0004308	8,825 African American individuals, 18,251 Hispanic/Latino individuals, 543 Asian ancestry individuals, 606 Native American ancestry individuals, 383 individuals	28608	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008049/harmonised/31217584-GCST008049-EFO_0004308.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Waist-hip ratio	GCST008050	EFO_0004343	9,140 African American females, 11,555 Hispanic/Latino females, 1,843 Asian ancestry females, 1,715 Native Hawaiian ancestry females, 585 Native American ancestry females	24838	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008050/harmonised/31217584-GCST008050-EFO_0004343.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Waist-hip ratio	GCST008051	EFO_0004343	1,146 African American males, 4,917 Hispanic/Latino males, 1,657 Asian ancestry males, 1,346 Native Hawaiian ancestry males	9066	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008051/harmonised/31217584-GCST008051-EFO_0004343.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Waist-hip ratio	GCST008052	EFO_0004343	10,286 African American individuals, 16,472 Hispanic/Latino individuals, 3,500 Asian ancestry individuals, 3,061 Native Hawaiian ancestry individuals, 585 Native American ancestry individuals	33904	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008052/harmonised/31217584-GCST008052-EFO_0004343.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	Height	GCST008053	EFO_0004339	17,286 African American individuals, 22,192 Hispanic/Latino individuals, 4,680 Asian ancestry individuals, 3,939 Native Hawaiian ancestry individuals, 647 Native American ancestry individuals, 1,052 individuals	49796	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008053/harmonised/31217584-GCST008053-EFO_0004339.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	QRS duration	GCST008054	EFO_0005055	3,274 African American individuals, 13,420 Hispanic/Latino individuals, 126 Asian ancestry individuals, 226 Native American ancestry individuals	17046	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008054/harmonised/31217584-GCST008054-EFO_0005055.h.tsv.gz
31217584	 Multiple-Traits_Wojcik_2019	C-reactive protein levels	GCST008055	EFO_0004458	8,349 African American individuals, 15,912 Hispanic/Latino individuals, 1,811 Asian ancestry individuals, 1,777 Native Hawaiian ancestry individuals, 574 Native American ancestry individuals, 97 individuals	28520	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008055/harmonised/31217584-GCST008055-EFO_0004458.h.tsv.gz
22763110	 Osteoarthritis_Zeggini_2012	Osteoarthritis	GCST001592	MONDO_0005178	7,410 European ancestry cases, 11,009 European ancestry controls	18419	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001592/harmonised/22763110-GCST001592-EFO_0002506.h.tsv.gz
29559693	 Osteoarthritis_Zengini_2018	Osteoarthritis (self-reported)	GCST005811	MONDO_0005178	12,658 European ancestry cases, 50,898 European ancestry controls	63556	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005811/harmonised/29559693-GCST005811-EFO_0002506.h.tsv.gz
29559693	 Osteoarthritis_Zengini_2018	Osteoarthritis of the hip (hospital diagnosed)	GCST005810	EFO_1000786	2,396 European ancestry cases, 9,593 European ancestry controls	11989	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005810/harmonised/29559693-GCST005810-EFO_1000786.h.tsv.gz
29559693	 Osteoarthritis_Zengini_2018	Osteoarthritis (hospital diagnosed)	GCST005814	MONDO_0005178	10,083 European ancestry cases, 40,425 European ancestry controls	50508	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005814/harmonised/29559693-GCST005814-EFO_0002506.h.tsv.gz
29559693	 Osteoarthritis_Zengini_2018	Osteoarthritis of the knee (hospital diagnosed)	GCST005813	EFO_0004616	4,462 European ancestry cases, 17,885 European ancestry controls	22347	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005813/harmonised/29559693-GCST005813-EFO_0004616.h.tsv.gz
29559693	 Osteoarthritis_Zengini_2018	Osteoarthritis of the hip or knee (hospital diagnosed)	GCST005812	EFO_1000786	6,586 European ancestry cases, 26,384 European ancestry controls	32970	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005812/harmonised/29559693-GCST005812-EFO_0002506.h.tsv.gz
28459102	 Gingival-Bleeding_Zhang_2016	Severe gingival inflammation	GCST004198	HP_0000225	4,077 European American individuals	4077	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004198/harmonised/28459102-GCST004198-HP_0000225.h.tsv.gz
30287856	 Tuberculosis_Zheng_2018	Tuberculosis	GCST006619	Orphanet_3389	833 Han Chinese ancestry cases, 1,220 Han Chinese ancestry controls	2053	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006619/harmonised/30287856-GCST006619-Orphanet_3389.h.tsv.gz
30718321	 Impulsivity_Sanchez-Roige_2019	Sensation seeking	GCST007621	EFO_0006946	22,745 European ancestry individuals	22745	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Impulsivity	GCST007622	EFO_0006946	21,495 European ancestry individuals	21495	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Lack of premeditation	GCST007623	EFO_0006946	22,774 European ancestry individuals	22774	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Positive urgency	GCST007624	EFO_0006946	22,738 European ancestry individuals	22738	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Negative urgency	GCST007625	EFO_0006946	22,795 European ancestry individuals	22795	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Lack of perseverance	GCST007626	EFO_0006946	22,861 European ancestry individuals	22861	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Impulsivity (attentional)	GCST007627	EFO_0006946	21,876 European ancestry individuals	21876	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Impulsivity (motor)	GCST007628	EFO_0006946	21,806 European ancestry individuals	21806	True	
30718321	 Impulsivity_Sanchez-Roige_2019	Impulsivity (non-planning)	GCST007629	EFO_0006946	21,786 European ancestry individuals	21786	True	
